Administration_route,Current_status,DRUG_CODE,Decision,Decision_date,Decision_year,Drug_name,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Non_proprietary_name_extracted,Pharmaceutical_form,Drug_number,dpd_info_url
ORAL,MARKETED,79088,MARKETED,22.01.2009,2009,COLD & SINUS LIQUID FASTGELS,VITA HEALTH PRODUCTS INC,Vita Health,02305356,DEXTROMETHORPHAN HYDROBROMIDE; ACETAMINOPHEN; GUAIFENESIN; PSEUDOEPHEDRINE HYDROCHLORIDE,Small molecule,CAPSULE,79088,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79088
OPHTHALMIC,MARKETED,79097,APPROVED,08.02.2008,2008,SANDOZ BRIMONIDINE,SANDOZ CANADA INCORPORATED,Sandoz,02305429,BRIMONIDINE TARTRATE,Small molecule,SOLUTION,79097,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79097
ORAL,MARKETED,79103,APPROVED,25.02.2008,2008,RIVA-FLUOXETINE,LABORATOIRE RIVA INC.,Riva,02305461,FLUOXETINE (FLUOXETINE HYDROCHLORIDE),Small molecule,CAPSULE,79103,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79103
ORAL,MARKETED,79104,APPROVED,25.02.2008,2008,RIVA-FLUOXETINE,LABORATOIRE RIVA INC.,Riva,02305488,FLUOXETINE (FLUOXETINE HYDROCHLORIDE),Small molecule,CAPSULE,79104,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79104
ORAL,MARKETED,79105,MARKETED,01.09.2008,2008,BENYLIN FOR CHILDREN ALL-IN-ONE COLD & FEVER,MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC,Johnson & Johnson,02305496,ACETAMINOPHEN; CHLORPHENIRAMINE MALEATE; DEXTROMETHORPHAN HYDROBROMIDE; PSEUDOEPHEDRINE HYDROCHLORIDE,Small molecule,SUSPENSION,79105,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79105
ORAL,MARKETED,79122,MARKETED,01.09.2008,2008,BENYLIN FOR CHILDREN ALL-IN-ONE COLD & FEVER NIGHTIME,MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC,Johnson & Johnson,02305666,DEXTROMETHORPHAN HYDROBROMIDE; DIPHENHYDRAMINE HYDROCHLORIDE; ACETAMINOPHEN,Small molecule,SUSPENSION,79122,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79122
BLOCK/INFILTRATION,MARKETED,79145,APPROVED,04.05.2004,2004,MARCAINE,PFIZER CANADA ULC,Pfizer,02305909,BUPIVACAINE HYDROCHLORIDE,Small molecule,SOLUTION,79145,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79145
ORAL,MARKETED,79150,APPROVED,18.02.2008,2008,STALEVO,SANDOZ CANADA INCORPORATED,Sandoz,02305933,ENTACAPONE; LEVODOPA; CARBIDOPA,Small molecule,TABLET,79150,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79150
ORAL,MARKETED,79151,APPROVED,18.02.2008,2008,STALEVO,SANDOZ CANADA INCORPORATED,Sandoz,02305941,ENTACAPONE; LEVODOPA; CARBIDOPA,Small molecule,TABLET,79151,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79151
ORAL,MARKETED,79152,APPROVED,18.02.2008,2008,STALEVO,SANDOZ CANADA INCORPORATED,Sandoz,02305968,CARBIDOPA; ENTACAPONE; LEVODOPA,Small molecule,TABLET,79152,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79152
ORAL,MARKETED,79164,APPROVED,07.03.2008,2008,VALCYTE,CHEPLAPHARM ARZNEIMITTEL GMBH,CHEPLAPHARM,02306085,VALGANCICLOVIR (VALGANCICLOVIR HYDROCHLORIDE),Small molecule,POWDER FOR SOLUTION,79164,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79164
ORAL,MARKETED,79190,MARKETED,11.07.2008,2008,ALLERGY FORMULA LIQUID CAPSULES,VITA HEALTH PRODUCTS INC,Vita Health,02306352,DIPHENHYDRAMINE HYDROCHLORIDE,Small molecule,CAPSULE,79190,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79190
ORAL,MARKETED,79195,MARKETED,01.09.2008,2008,BENYLIN EXTRA STRENGTH COLD & SINUS NIGHT,MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC,Johnson & Johnson,02306409,CHLORPHENIRAMINE MALEATE; PHENYLEPHRINE HYDROCHLORIDE; ACETAMINOPHEN,Small molecule,TABLET,79195,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79195
INTRAVENOUS,MARKETED,79204,APPROVED,13.03.2008,2008,ALIMTA,ELI LILLY CANADA INC,Eli Lilly,02306433,PEMETREXED (PEMETREXED DISODIUM),Small molecule,POWDER FOR SOLUTION,79204,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79204
TOPICAL,MARKETED,79215,MARKETED,11.06.2008,2008,FLAWLESS EFFECT LIQUID FOUNDATION BROAD SPECTRUM SPF 15,MERLE NORMAN COSMETICS INC,Merle Norman,02306441,OCTINOXATE; OXYBENZONE,Small molecule,LOTION,79215,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79215
ORAL,MARKETED,79224,APPROVED,26.11.2012,2012,APO-OXYCODONE CR,APOTEX INC,Apotex,02306530,OXYCODONE HYDROCHLORIDE,Small molecule,TABLET (EXTENDED-RELEASE),79224,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79224
INTRAVENOUS,MARKETED,79242,APPROVED,11.03.2008,2008,PANTOPRAZOLE SODIUM FOR INJECTION,SANDOZ CANADA INCORPORATED,Sandoz,02306727,PANTOPRAZOLE (PANTOPRAZOLE SODIUM),Small molecule,POWDER FOR SOLUTION,79242,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79242
ORAL,MARKETED,79246,APPROVED,27.03.2008,2008,INTELENCE,JANSSEN INC,Janssen,02306778,ETRAVIRINE,Small molecule,TABLET,79246,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79246
ORAL,MARKETED,79267,APPROVED,03.04.2008,2008,PRO-BISOPROLOL - 5,PRO DOC LIMITEE,PRO DOC,02306999,BISOPROLOL FUMARATE,Small molecule,TABLET,79267,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79267
ORAL,MARKETED,79268,APPROVED,03.04.2008,2008,PRO-BISOPROLOL - 10,PRO DOC LIMITEE,PRO DOC,02307006,BISOPROLOL FUMARATE,Small molecule,TABLET,79268,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79268
ORAL,MARKETED,79274,APPROVED,20.03.2008,2008,VOLIBRIS,GLAXOSMITHKLINE INC,GlaxoSmithKline,02307065,AMBRISENTAN,Small molecule,TABLET,79274,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79274
ORAL,MARKETED,79275,APPROVED,20.03.2008,2008,VOLIBRIS,GLAXOSMITHKLINE INC,GlaxoSmithKline,02307073,AMBRISENTAN,Small molecule,TABLET,79275,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79275
ORAL,MARKETED,79278,MARKETED,21.07.2008,2008,BUCKLEYS COLD & SINUS,HALEON CANADA ULC,Haleon,02307111,PSEUDOEPHEDRINE HYDROCHLORIDE; ACETAMINOPHEN; DEXTROMETHORPHAN HYDROBROMIDE,Small molecule,CAPSULE,79278,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79278
INHALATION,MARKETED,79344,APPROVED,09.04.2008,2008,SEVOFLURANE,PIRAMAL CRITICAL CARE INC,Piramal,02307766,SEVOFLURANE,Small molecule,LIQUID,79344,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79344
ORAL,MARKETED,79355,APPROVED,03.06.2008,2008,PMS-PANTOPRAZOLE,PHARMASCIENCE INC,Pharmascience,02307871,PANTOPRAZOLE (PANTOPRAZOLE SODIUM),Small molecule,TABLET (DELAYED-RELEASE),79355,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79355
ORAL,MARKETED,79356,MARKETED,01.05.2008,2008,SANDOZ OXYCODONE/ACETAMINOPHEN,SANDOZ CANADA INCORPORATED,Sandoz,02307898,OXYCODONE HYDROCHLORIDE; ACETAMINOPHEN,Small molecule,TABLET,79356,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79356
SUBCUTANEOUS,MARKETED,79388,APPROVED,28.03.2008,2008,RELISTOR,SALIX PHARMACEUTICALS INC,Salix,02308215,METHYLNALTREXONE BROMIDE,Small molecule,SOLUTION,79388,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79388
ORAL,MARKETED,79402,APPROVED,25.02.2010,2010,RAMIPRIL,SIVEM PHARMACEUTICALS ULC,Sivem,02308363,RAMIPRIL,Small molecule,CAPSULE,79402,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79402
INTRAVENOUS,MARKETED,79412,APPROVED,03.04.2008,2008,VECTIBIX,AMGEN CANADA INC,Amgen,02308487,PANITUMUMAB,Biologics,SOLUTION,79412,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79412
INTRAVENOUS,MARKETED,79414,APPROVED,31.03.2008,2008,VECTIBIX,AMGEN CANADA INC,Amgen,02308509,PANITUMUMAB,Biologics,SOLUTION,79414,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79414
TOPICAL,MARKETED,79420,MARKETED,11.09.2008,2008,DEEP MOISTURE RENEWAL WITH SPF 15,BLISTEX CORPORATION,Blistex,02308576,OXYBENZONE; OCTINOXATE,Small molecule,STICK,79420,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79420
ORAL,MARKETED,79435,MARKETED,08.11.2012,2012,TEVA-SILDENAFIL,TEVA CANADA LIMITED,Teva,02308738,SILDENAFIL (SILDENAFIL CITRATE),Small molecule,TABLET,79435,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79435
ORAL,MARKETED,79436,MARKETED,08.11.2012,2012,TEVA-SILDENAFIL,TEVA CANADA LIMITED,Teva,02308746,SILDENAFIL (SILDENAFIL CITRATE),Small molecule,TABLET,79436,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79436
ORAL,MARKETED,79437,MARKETED,08.11.2012,2012,TEVA-SILDENAFIL,TEVA CANADA LIMITED,Teva,02308754,SILDENAFIL (SILDENAFIL CITRATE),Small molecule,TABLET,79437,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79437
ORAL,MARKETED,79450,APPROVED,19.02.2009,2009,APO-GRANISETRON,APOTEX INC,Apotex,02308894,GRANISETRON (GRANISETRON HYDROCHLORIDE),Small molecule,TABLET,79450,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79450
ORAL,MARKETED,79451,APPROVED,24.04.2008,2008,DIOVAN-HCT,NOVARTIS PHARMACEUTICALS CANADA INC,Novartis,02308908,VALSARTAN; HYDROCHLOROTHIAZIDE,Small molecule,TABLET,79451,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79451
ORAL,MARKETED,79452,APPROVED,24.04.2008,2008,DIOVAN-HCT,NOVARTIS PHARMACEUTICALS CANADA INC,Novartis,02308916,HYDROCHLOROTHIAZIDE; VALSARTAN,Small molecule,TABLET,79452,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79452
INTRAVENOUS; INTRAMUSCULAR,APPROVED,79454,MARKETED,18.04.2008,2008,CEFAZOLIN FOR INJECTION USP,SANDOZ CANADA INCORPORATED,Sandoz,02308932,CEFAZOLIN (CEFAZOLIN SODIUM),Small molecule,POWDER FOR SOLUTION,79454,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79454
INTRAVENOUS; INTRAMUSCULAR,APPROVED,79456,MARKETED,18.04.2008,2008,CEFAZOLIN FOR INJECTION USP,SANDOZ CANADA INCORPORATED,Sandoz,02308959,CEFAZOLIN (CEFAZOLIN SODIUM),Small molecule,POWDER FOR SOLUTION,79456,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79456
INTRAVENOUS,APPROVED,79457,MARKETED,18.04.2008,2008,CEFAZOLIN FOR INJECTION USP,SANDOZ CANADA INCORPORATED,Sandoz,02308967,CEFAZOLIN (CEFAZOLIN SODIUM),Small molecule,POWDER FOR SOLUTION,79457,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79457
OPHTHALMIC,MARKETED,79459,APPROVED,17.04.2008,2008,NEVANAC,NOVARTIS PHARMACEUTICALS CANADA INC,Novartis,02308983,NEPAFENAC,Small molecule,SUSPENSION,79459,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79459
ORAL,MARKETED,79461,APPROVED,18.04.2008,2008,ACTIVELLE LD,NOVO NORDISK CANADA INC,Novo Nordisk,02309009,ESTRADIOL; NORETHINDRONE ACETATE,Small molecule,TABLET,79461,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79461
TOPICAL,MARKETED,79467,MARKETED,05.05.2009,2009,TPR20,HUMN PHARMACEUTICALS INC,HUMN,02309076,MENTHOL; LIDOCAINE HYDROCHLORIDE,Small molecule,CREAM,79467,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79467
ORAL,MARKETED,79471,APPROVED,28.04.2010,2010,PMS-LETROZOLE,PHARMASCIENCE INC,Pharmascience,02309114,LETROZOLE,Small molecule,TABLET,79471,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79471
ORAL,MARKETED,79472,APPROVED,09.07.2008,2008,PRAMIPEXOLE,SIVEM PHARMACEUTICALS ULC,SIVEM,02309122,PRAMIPEXOLE DIHYDROCHLORIDE MONOHYDRATE,Small molecule,TABLET,79472,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79472
ORAL,MARKETED,79473,APPROVED,09.07.2008,2008,PRAMIPEXOLE,SIVEM PHARMACEUTICALS ULC,SIVEM,02309130,PRAMIPEXOLE DIHYDROCHLORIDE MONOHYDRATE,Small molecule,TABLET,79473,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79473
ORAL,MARKETED,79474,APPROVED,09.07.2008,2008,PRAMIPEXOLE,SIVEM PHARMACEUTICALS ULC,SIVEM,02309149,PRAMIPEXOLE DIHYDROCHLORIDE MONOHYDRATE,Small molecule,TABLET,79474,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79474
ORAL,MARKETED,79475,APPROVED,09.07.2008,2008,PRAMIPEXOLE,SIVEM PHARMACEUTICALS ULC,SIVEM,02309157,PRAMIPEXOLE DIHYDROCHLORIDE MONOHYDRATE,Small molecule,TABLET,79475,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79475
INTRAVENOUS,MARKETED,79483,APPROVED,25.04.2008,2008,BREVIBLOC PREMIXED INJECTION,BAXTER CORPORATION,Baxter,02309238,ESMOLOL HYDROCHLORIDE,Small molecule,SOLUTION,79483,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79483
ORAL,MARKETED,79491,APPROVED,29.04.2008,2008,AERIUS SINUS + ALLERGY,BAYER INC,Bayer,02309300,DESLORATADINE; PSEUDOEPHEDRINE SULFATE,Small molecule,TABLET (EXTENDED-RELEASE),79491,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79491
ORAL,MARKETED,79504,MARKETED,01.01.2009,2009,COLDASIDE COUGH & COLD,TANTA PHARMACEUTICALS INC,Tanta,02309440,DEXTROMETHORPHAN HYDROBROMIDE; CHLORPHENIRAMINE MALEATE,Small molecule,TABLET,79504,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79504
ORAL,MARKETED,79506,APPROVED,15.02.2010,2010,MYLAN-ESCITALOPRAM,MYLAN PHARMACEUTICALS ULC,Mylan,02309467,ESCITALOPRAM (ESCITALOPRAM OXALATE),Small molecule,TABLET,79506,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79506
ORAL,MARKETED,79507,APPROVED,15.02.2010,2010,MYLAN-ESCITALOPRAM,MYLAN PHARMACEUTICALS ULC,Mylan,02309475,ESCITALOPRAM (ESCITALOPRAM OXALATE),Small molecule,TABLET,79507,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79507
INTRAVENOUS,MARKETED,79508,APPROVED,23.04.2008,2008,XYNTHA,PFIZER CANADA ULC,Pfizer,02309483,MOROCTOCOG ALFA,Peptides and proteins,POWDER FOR SOLUTION; KIT,79508,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79508
INTRAVENOUS,MARKETED,79509,APPROVED,23.04.2008,2008,XYNTHA,PFIZER CANADA ULC,Pfizer,02309491,MOROCTOCOG ALFA,Peptides and proteins,POWDER FOR SOLUTION; KIT,79509,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79509
ORAL,MARKETED,79517,APPROVED,25.04.2008,2008,TEVA-CYPROTERONE / ETHINYL ESTRADIOL,TEVA CANADA LIMITED,Teva,02309556,ETHINYL ESTRADIOL; CYPROTERONE ACETATE,Small molecule,TABLET,79517,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79517
ORAL,MARKETED,79532,APPROVED,21.05.2008,2008,PRO-AMIODARONE - 200,PRO DOC LIMITEE,PRO DOC,02309661,AMIODARONE HYDROCHLORIDE,Small molecule,TABLET,79532,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79532
ORAL,MARKETED,79542,APPROVED,25.01.2012,2012,PMS-LOSARTAN,PHARMASCIENCE INC,Pharmascience,02309750,LOSARTAN POTASSIUM,Small molecule,TABLET,79542,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79542
ORAL,MARKETED,79543,APPROVED,25.01.2012,2012,PMS-LOSARTAN,PHARMASCIENCE INC,Pharmascience,02309769,LOSARTAN POTASSIUM,Small molecule,TABLET,79543,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79543
ORAL,MARKETED,79544,APPROVED,25.01.2012,2012,PMS-LOSARTAN,PHARMASCIENCE INC,Pharmascience,02309777,LOSARTAN POTASSIUM,Small molecule,TABLET,79544,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79544
ORAL,MARKETED,79557,APPROVED,26.11.2012,2012,PMS-OXYCODONE CR,PHARMASCIENCE INC,Pharmascience,02309882,OXYCODONE HYDROCHLORIDE,Small molecule,TABLET (EXTENDED-RELEASE),79557,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79557
ORAL,MARKETED,79558,APPROVED,26.11.2012,2012,PMS-OXYCODONE CR,PHARMASCIENCE INC,Pharmascience,02309890,OXYCODONE HYDROCHLORIDE,Small molecule,TABLET (EXTENDED-RELEASE),79558,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79558
ORAL,MARKETED,79559,APPROVED,26.11.2012,2012,PMS-OXYCODONE CR,PHARMASCIENCE INC,Pharmascience,02309904,OXYCODONE HYDROCHLORIDE,Small molecule,TABLET (EXTENDED-RELEASE),79559,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79559
ORAL,MARKETED,79560,APPROVED,26.11.2012,2012,PMS-OXYCODONE CR,PHARMASCIENCE INC,PHARMASCIENCE,02309912,OXYCODONE HYDROCHLORIDE,Small molecule,TABLET (EXTENDED-RELEASE),79560,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79560
ORAL,MARKETED,79569,APPROVED,08.07.2008,2008,PRO-RAMIPRIL - 1.25,PRO DOC LIMITEE,PRO DOC,02310023,RAMIPRIL,Small molecule,CAPSULE,79569,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79569
ORAL,MARKETED,79571,APPROVED,08.07.2008,2008,PRO-RAMIPRIL - 2.5,PRO DOC LIMITEE,PRO DOC,02310066,RAMIPRIL,Small molecule,CAPSULE,79571,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79571
ORAL,MARKETED,79574,APPROVED,08.07.2008,2008,PRO-RAMIPRIL - 5,PRO DOC LIMITEE,PRO DOC,02310074,RAMIPRIL,Small molecule,CAPSULE,79574,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79574
ORAL,MARKETED,79575,APPROVED,08.07.2008,2008,PRO-RAMIPRIL - 10,PRO DOC LIMITEE,PRO DOC,02310104,RAMIPRIL,Small molecule,CAPSULE,79575,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79575
ORAL,MARKETED,79578,APPROVED,17.03.2010,2010,PMS-FINASTERIDE,PHARMASCIENCE INC,PHARMASCIENCE,02310112,FINASTERIDE,Small molecule,TABLET,79578,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79578
ORAL,MARKETED,79596,APPROVED,09.05.2008,2008,SANDOZ VENLAFAXINE XR,SANDOZ CANADA INCORPORATED,Sandoz,02310317,VENLAFAXINE (VENLAFAXINE HYDROCHLORIDE),Small molecule,CAPSULE (EXTENDED RELEASE),79596,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79596
ORAL,MARKETED,79597,APPROVED,09.05.2008,2008,SANDOZ VENLAFAXINE XR,SANDOZ CANADA INCORPORATED,Sandoz,02310325,VENLAFAXINE (VENLAFAXINE HYDROCHLORIDE),Small molecule,CAPSULE (EXTENDED RELEASE),79597,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79597
ORAL,MARKETED,79598,APPROVED,09.05.2008,2008,SANDOZ VENLAFAXINE XR,SANDOZ CANADA INCORPORATED,Sandoz,02310333,VENLAFAXINE (VENLAFAXINE HYDROCHLORIDE),Small molecule,CAPSULE (EXTENDED RELEASE),79598,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79598
ORAL,MARKETED,79599,APPROVED,12.06.2009,2009,SANDOZ OLANZAPINE,SANDOZ CANADA INCORPORATED,Sandoz,02310341,OLANZAPINE,Small molecule,TABLET,79599,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79599
ORAL,MARKETED,79600,APPROVED,12.06.2009,2009,SANDOZ OLANZAPINE,SANDOZ CANADA INCORPORATED,Sandoz,02310368,OLANZAPINE,Small molecule,TABLET,79600,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79600
ORAL,MARKETED,79601,APPROVED,12.06.2009,2009,SANDOZ OLANZAPINE,SANDOZ CANADA INCORPORATED,Sandoz,02310376,OLANZAPINE,Small molecule,TABLET,79601,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79601
ORAL,MARKETED,79602,APPROVED,12.06.2009,2009,SANDOZ OLANZAPINE,SANDOZ CANADA INCORPORATED,Sandoz,02310384,OLANZAPINE,Small molecule,TABLET,79602,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79602
ORAL,MARKETED,79603,APPROVED,12.06.2009,2009,SANDOZ OLANZAPINE,SANDOZ CANADA INCORPORATED,Sandoz,02310392,OLANZAPINE,Small molecule,TABLET,79603,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79603
ORAL,MARKETED,79608,APPROVED,17.07.2008,2008,PRO-GABAPENTIN,PRO DOC LIMITEE,PRO DOC,02310449,GABAPENTIN,Small molecule,CAPSULE,79608,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79608
ORAL,MARKETED,79609,APPROVED,17.07.2008,2008,PRO-GABAPENTIN,PRO DOC LIMITEE,PRO DOC,02310457,GABAPENTIN,Small molecule,CAPSULE,79609,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79609
ORAL,MARKETED,79610,APPROVED,17.07.2008,2008,PRO-GABAPENTIN,PRO DOC LIMITEE,PRO DOC,02310465,GABAPENTIN,Small molecule,CAPSULE,79610,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79610
ORAL,MARKETED,79611,APPROVED,17.07.2008,2008,PRO-GABAPENTIN,PRO DOC LIMITEE,PRO DOC,02310473,GABAPENTIN,Small molecule,TABLET,79611,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79611
ORAL,MARKETED,79612,APPROVED,17.07.2008,2008,PRO-GABAPENTIN,PRO DOC LIMITEE,Not Reported,02310481,GABAPENTIN,Small molecule,TABLET,79612,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79612
ORAL,MARKETED,79613,APPROVED,09.05.2008,2008,TARO-RAMIPRIL,SUN PHARMA CANADA INC,Sun,02310503,RAMIPRIL,Small molecule,CAPSULE,79613,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79613
ORAL,MARKETED,79614,APPROVED,09.05.2008,2008,TARO-RAMIPRIL,SUN PHARMA CANADA INC,Sun,02310511,RAMIPRIL,Small molecule,CAPSULE,79614,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79614
ORAL,APPROVED,79615,APPROVED,09.05.2008,2008,TARO-RAMIPRIL,SUN PHARMA CANADA INC,Sun,02310538,RAMIPRIL,Small molecule,CAPSULE,79615,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79615
ORAL,APPROVED,79616,APPROVED,09.05.2008,2008,TARO-RAMIPRIL,SUN PHARMA CANADA INC,Sun,02310546,RAMIPRIL,Small molecule,CAPSULE,79616,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79616
ORAL,MARKETED,79623,APPROVED,25.09.2008,2008,PRO-AZITHROMYCINE,PRO DOC LIMITEE,PRO DOC,02310600,AZITHROMYCIN (AZITHROMYCIN MONOHYDRATE HEMIETHANOLATE),Small molecule,TABLET,79623,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79623
ORAL,MARKETED,79630,APPROVED,02.06.2008,2008,PRO-FLUCONAZOLE,PRO DOC LIMITEE,PRO DOC,02310686,FLUCONAZOLE,Small molecule,TABLET,79630,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79630
ORAL,MARKETED,79651,MARKETED,19.05.2010,2010,TEVA-ATORVASTATIN,TEVA CANADA LIMITED,Teva,02310899,ATORVASTATIN (ATORVASTATIN CALCIUM),Small molecule,TABLET,79651,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79651
ORAL,MARKETED,79652,MARKETED,19.05.2010,2010,TEVA-ATORVASTATIN,TEVA CANADA LIMITED,Teva,02310902,ATORVASTATIN (ATORVASTATIN CALCIUM),Small molecule,TABLET,79652,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79652
ORAL,MARKETED,79653,MARKETED,19.05.2010,2010,TEVA-ATORVASTATIN,TEVA CANADA LIMITED,Teva,02310910,ATORVASTATIN (ATORVASTATIN CALCIUM),Small molecule,TABLET,79653,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79653
ORAL,MARKETED,79654,MARKETED,19.05.2010,2010,TEVA-ATORVASTATIN,TEVA CANADA LIMITED,Teva,02310929,ATORVASTATIN (ATORVASTATIN CALCIUM),Small molecule,TABLET,79654,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79654
ORAL,MARKETED,79657,APPROVED,12.06.2008,2008,PRO-NAPROXEN EC,PRO DOC LIMITEE,PRO DOC,02310953,NAPROXEN,Small molecule,TABLET (ENTERIC-COATED),79657,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79657
ORAL,MARKETED,79658,APPROVED,12.06.2008,2008,PRO-LISINOPRIL - 5,PRO DOC LIMITEE,PRO DOC,02310961,LISINOPRIL,Small molecule,TABLET,79658,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79658
ORAL,MARKETED,79659,APPROVED,12.06.2008,2008,PRO-LISINOPRIL - 10,PRO DOC LIMITEE,Not Reported,02310988,LISINOPRIL,Small molecule,TABLET,79659,https://health-products.canada.ca/dpd-bdpp/info?lang=eng&code=79659
