Generic Name,Trade Name,Date Designated,Orphan Designation,Orphan Designation Status,Date Designation Withdrawn or Revoked,FDA Orphan Approval Status,Approved Labeled Indication,Marketing Approval Date,Exclusivity End Date,"Exclusivity Protected Indication * (Shown for approvals from Jan. 1, 2013, to the present)",Sponsor Company,Sponsor Address 1,Sponsor Address 2,Sponsor City,Sponsor State,Sponsor Zip,Sponsor Country,CF Grid Key
trametinib and dabrafenib,MEKINIST and TAFINLAR,09/20/2012,Treatment of Stage IIb through IV melanoma.,Designated/Approved,,,"TAFINLAR is indicated, in combination with trametinib, for the adjuvant treatment of patients with melanoma with BRAF V600E or V600K mutations, as detected by an FDA-approved test, and involvement of lymph node(s), following complete resection",04/30/2018,04/30/2025,"MEKINIST (trametinib) and TAFINLAR (dabrafenib) indicated in combination for the adjuvant treatment of patients with melanoma with BRAF V600E or V600K mutations as detected by an FDA-approved test, and involvement of lymph node(s), following complete resection",Novartis Pharmaceuticals Corporation,One Health Plaza,Office 337 A13.5B,East Hanover,New Jersey,' 07936 ' ,United States,376812.0
trametinib and dabrafenib,MEKINIST and TAFINLAR,09/20/2012,Treatment of Stage IIb through IV melanoma.,Designated/Approved,,,"MEKINIST is indicated, in combination with dabrafenib, for the adjuvant treatment of patients with melanoma with BRAF V600E or V600K mutations as detected by an FDA-approved test, and involvement of lymph node(s), following complete resection",04/30/2018,04/30/2025,"MEKINIST (trametinib) and TAFINLAR (dabrafenib) indicated in combination for the adjuvant treatment of patients with melanoma with BRAF V600E or V600K mutations as detected by an FDA-approved test, and involvement of lymph node(s), following complete resection",Novartis Pharmaceuticals Corporation,One Health Plaza,Office 337 A13.5B,East Hanover,New Jersey,' 07936 ' ,United States,376812.0
trametinib and dabrafenib,MEKINIST and TAFINLAR,09/20/2012,Treatment of Stage IIb through IV melanoma.,Designated/Approved,,,TAFINLAR (dabrafenib) in combination with trametinib for treatment of patients with unresectable or metastatic melanoma with BRAF V600E or V600K mutations as detected by an FDA-approved test. This indication is based on the demonstration of durable response rate. Improvement in disease-related symptoms or overall survival has not been demonstrated for TAFINLAR in combination with trametinib.,2014-08-01 00:00:00,2021-08-01 00:00:00,TAFINLAR (dabrafenib) in combination with trametinib for treatment of patients with unresectable or metastatic melanoma with BRAF V600E or V600K mutations as detected by an FDA-approved test. This indication is based on the demonstration of durable response rate. Improvement in disease-related symptoms or overall survival has not been demonstrated for TAFINLAR in combination with trametinib.,Novartis Pharmaceuticals Corporation,One Health Plaza,Office 337 A13.5B,East Hanover,New Jersey,' 07936 ' ,United States,376812.0
trametinib and dabrafenib,MEKINIST and TAFINLAR,09/20/2012,Treatment of Stage IIb through IV melanoma.,Designated/Approved,,,MEKINIST (trametinib) in combination with dabrafenib for treatment of patients with unresectable or metastatic melanoma with BRAF V600E or V600K mutations as detected by an FDA-approved test. This indication is based on the demonstration of durable response rate. Improvement in disease-related symptoms or overall survival has not been demonstrated for MEKINIST in combination with dabrafenib.,2014-08-01 00:00:00,2021-08-01 00:00:00,MEKINIST (trametinib) in combination with dabrafenib for treatment of patients with unresectable or metastatic melanoma with BRAF V600E or V600K mutations as detected by an FDA-approved test. This indication is based on the demonstration of durable response rate. Improvement in disease-related symptoms or overall survival has not been demonstrated for MEKINIST in combination with dabrafenib.,Novartis Pharmaceuticals Corporation,One Health Plaza,Office 337 A13.5B,East Hanover,New Jersey,' 07936 ' ,United States,376812.0
treprostinil,Remodulin;Orenitram,1997-04-06 00:00:00,Treatment of pulmonary arterial hypertension.,Designated/Approved,,,Orenitram is indicated for the treatment of pulmonary arterial hypertension (PAH) (WHO Group 1) to delay disease progression and to improve exercise capacity.,10/18/2019,10/18/2026,Indicated for the treatment of pulmonary arterial hypertension (PAH) (WHO Group 1) to delay disease progression.,United Therapeutics Corp.,55 T.W. Alexander Dr.,,Research Triangle Park,North Carolina,' 27709 ' ,United States,105197.0
treprostinil,Remodulin;Orenitram,1997-04-06 00:00:00,Treatment of pulmonary arterial hypertension.,Designated/Approved,,,Orenitram is indicated for the treatment of pulmonary arterial hypertension (PAH) (WHO Group 1) to improve exercise capacity.,12/20/2013,12/20/2020,For treatment of pulmonary arterial hypertension (PAH) (WHO Group 1) to improve exercise capacity.,United Therapeutics Corp.,55 T.W. Alexander Dr.,,Research Triangle Park,North Carolina,' 27709 ' ,United States,105197.0
treprostinil,Remodulin;Orenitram,1997-04-06 00:00:00,Treatment of pulmonary arterial hypertension.,Designated/Approved,,,Treatment of pulmonary arterial hypertension.,05/21/2002,05/21/2009,,United Therapeutics Corp.,55 T.W. Alexander Dr.,,Research Triangle Park,North Carolina,' 27709 ' ,United States,105197.0
triptorelin pamoate,Triptodur,08/20/2012,Treatment of central precocious puberty,Designated/Approved,,,Treatment of pediatric patients 2 years of age and older with central precocious puberty,06/29/2017,06/29/2024,Treatment of pediatric patients 2 years of age and older with central precocious puberty,"Arbor Pharmaceuticals, LLC",6 Concourse Parkway,Suite 1800,Atlanta,Georgia,' 30328 ' ,United States,376012.0
tucatinib,,2017-05-06 00:00:00,Treatment of breast cancer patients with brain metastases.,Designated/Approved,,,"TUKYSA is indicated in combination with trastuzumab and capecitabine for treatment of adult patients with advanced unresectable or metastatic HER2-positive breast cancer, including patients with brain metastases, who have received one or more prior anti-HER2-based regimens in the metastatic setting.",04/17/2020,04/17/2027,"For use in combination with trastuzumab and capecitabine for treatment of adult patients with metastatic HER2-positive breast cancer and brain metastases, who have received one or more prior anti-HER2-based regimens in the metastatic setting.",Seagen Inc.,21823 30th Drive Southeast,,Bothell,Washington,' 98021 ' ,United States,570716.0
uridine triacetate,,2013-09-08 00:00:00,Treatment of hereditary orotic aciduria,Designated/Approved,,,Treatment of hereditary orotic aciduria,2015-04-09 00:00:00,2022-04-09 00:00:00,Treatment of hereditary orotic aciduria,BTG International Inc.,"300 Four Falls Corporate Center, 300 Conshohocken State Road",Suite 300,West Conshohocken,Pennsylvania,' 19428 ' ,United States,401013.0
uridine triacetate,,2009-01-05 00:00:00,An antidote in the treatment of 5-fluorouracil or capecitabine poisoning,Designated/Approved,,,"For the emergency treatment of adult and pediatric patients following a fluorouracil or capecitabine overdose regardless of the presence of symptoms, or who exhibit early-onset, severe or life-threatening toxicity affecting the cardiac or central nervous system, and/or early-onset, unusually severe adverse reactions (e.g., gastrointestinal toxicity and/or neutropenia) within 96 hours following the end of fluorouracil or capecitabine administration",2015-11-12 00:00:00,2022-11-12 00:00:00,"For the emergency treatment of adult and pediatric patients following a fluorouracil or capecitabine overdose regardless of the presence of symptoms, or who exhibit early-onset, severe or life-threatening toxicity affecting the cardiac or central nervous system, and/or early-onset, unusually severe adverse reactions (e.g., gastrointestinal toxicity and/or neutropenia) within 96 hours following the end of fluorouracil or capecitabine administration",BTG International Inc.,"300 Four Falls Corporate Center, 300 Conshohocken State Road",Suite 300,West Conshohocken,Pennsylvania,' 19428 ' ,United States,273808.0
Urofollitropin,Metrodin,11/25/1987,For induction of ovulation in patients with polycystic ovarian disease who have an elevated LH/FSH ratio and who have failed to respond to adequate clomiphene citrate therapy.,Designated/Approved,,,,09/18/1986,09/18/1993,,"EMD Serono, Inc.",One Technology Place,,Rockland,Massachusetts,' 02370 ' ,United States,14086.0
Ursodiol,URSO 250,06/20/1991,Treatment of patients with primary biliary cirrhosis,Designated/Approved,,,,1997-10-12 00:00:00,2004-10-12 00:00:00,,"Aptalis Pharma US, Inc.",100 Somerset corporate Blvd,,Bridgewater,New Jersey,' 08807 ' ,United States,22187.0
Vaccinia Immune Globulin (Human) Intravenous,CNJ-016,06/18/2004,Treatment of complications of vaccinia vaccination,Designated/Approved,,,"treatment and/or modification of the following conditions, which are complications resulting from smallpox vaccination: Eczema vaccinatum Progressive vaccinia Severe generalized vaccinia Vaccinia infections in individuals who have skin conditions such as burns, impetigo, varicella-zoster, or poison ivy; or in individuals who have eczematous skin lesions because of either the activity or extensiveness of such lesions Aberrant infections induced by vaccinia virus that include its accidental implantation in eyes (except in cases of isolated keratitis), mouth, or other areas where vaccinia infection would constitute a special hazard.",2005-02-05 00:00:00,,,Cangene Corporation,104 Chancellor Matheson Road,,Winnipeg,,' ' ,Canada,179303.0
Vaccinia Immune Globulin (Human) Intravenous,,06/18/2004,Treatment of severe complications from the smallpox vaccine,Designated/Approved,,,"Treatment and modification of aberrant infections induced by vaccinia virus that include its accidental implantation in eyes (except in cases of isolated keratitis), mouth, or other areas where vaccinia infection would constitute a special hazard; eczema vaccinatum; progressive vaccinia; severe generalized vaccinia, and vaccinia infections in individuals who have skin conditions such as burns, impetigo, varicella-zoster, or poison ivy; or in individuals who have eczematous skin lesions because of either the activity or extensiveness of such lesions",02/18/2005,02/18/2012,,DynPort Vaccine Company LLC,64 Thomas Johnson Drive,,Frederick,Maryland,' 21702 ' ,United States,184204.0
valoctocogene roxaparvovec-rvox,Roctavian,02/29/2016,Treatment of Hemophilia A.,Designated/Approved,,,treatment of adults with severe hemophilia A (congenital factor VIII deficiency with factor VIII activity less than 1 IU/dL) without antibodies to adeno-associated virus serotype 5 (AAV5) detected by an FDA-approved test,06/29/2023,06/29/2030,treatment of adults with severe hemophilia A (congenital factor VIII deficiency with factor VIII activity less than 1 IU/dL) without antibodies to adeno-associated virus serotype 5 (AAV5) detected by an FDA-approved test,"BioMarin Pharmaceutical, Inc.",105 Digital Drive,,Novato,California,' 94949 ' ,United States,510915.0
Valrubicin,Valstar,05/23/1994,Treatment of carcinoma in situ of the urinary bladder.,Designated/Approved,,,For intravesical therapy of BCG-refractory carcinoma in situ of the urinary bladder in patients for whom immediate cystectomy would be associated with unacceptable morbidity or mortality.,09/25/1998,09/25/2005,,"Anthra Pharmaceuticals, Inc.","103 Carnegie Center, Suite 102",,Princeton,New Jersey,' 08540 ' ,United States,82194.0
vandetanib,CAPRELSA(r),10/21/2005,"Treatment of patients with follicular thyroid carcinoma, medullary thyroid carcinoma, anaplastic thyroid carcinoma, and locally advanced and metastatic papillary thyroid carcinoma",Designated/Approved,,,Treatment of asymptomatic or progressive medullary thyroid cancer in patients with unresectable locally advanced or metastatic disease,2011-06-04 00:00:00,2018-06-04 00:00:00,,Genzyme Corporation,500 Kendall Street,,Cambridge,Massachusetts,' 02142 ' ,United States,211005.0
Varicella Zoster Immune Globulin (Human),VARIZIG,2006-07-11 00:00:00,"Passive immunization for the treatment of exposed, susceptible individuals who are at risk of complications from varicella",Designated/Approved,,,Post exposure prophylaxis of varicella in high risk individuals to reduce the severity of varicella,12/20/2012,12/20/2019,,"Cangene bioPharma, Inc.",155 Innovation Drive,,Winnipeg,,' ' ,Canada,228006.0
vinCRIStine sulfate LIPOSOME injection,Marqibo,2007-08-01 00:00:00,Treatment of acute lymphoblastic leukemia,Designated/Approved,,,Treatment of adult patients with Philadelphia chromosome-negative (Ph-) acute lymphoblastic leukemia (ALL) in second or greater relapse or whose disease has progressed following two or more anti-leukemia therapies.,2012-09-08 00:00:00,2019-09-08 00:00:00,,Acrotech Biopharma LLC,279 Princeton Hightstown Road,,East Windsor,New Jersey,' 08520 ' ,United States,234406.0
von Willebrand Factor/Coagulation Factor VIII Complex (Human),Wilate,04/18/2007,Treatment of von Willebrand disease except for surgical and/or invasive procedures in patients with von Willebrand disease in whom desmopressin is either ineffective or contraindicated,Designated/Approved,,,Routine prophylaxis to reduce the frequency of bleeding episodes in children 6 years of age and older and adults with von Willebrand disease,2023-01-12 00:00:00,2030-01-12 00:00:00,Routine prophylaxis to reduce the frequency of bleeding episodes in children 6 years of age and older and adults with von Willebrand disease,"Octapharma USA, Inc.",117 West Century Road,,Paramus,New Jersey,' 07652 ' ,United States,234106.0
von Willebrand Factor/Coagulation Factor VIII Complex (Human),Wilate,04/18/2007,Treatment of von Willebrand disease except for surgical and/or invasive procedures in patients with von Willebrand disease in whom desmopressin is either ineffective or contraindicated,Designated/Approved,,,Treatment of spontaneous or trauma-induced bleeding episodes in patients with severe von Willebrand disease (VWD) as well as patients with mild or moderate VWD in whom the use of desmopressin is known or suspected to be ineffective or contraindicated,2009-04-12 00:00:00,,,"Octapharma USA, Inc.",117 West Century Road,,Paramus,New Jersey,' 07652 ' ,United States,234106.0
voretigene neparvovec-rzyl,LUXTURNA,03/18/2015,Treatment of inherited retinal dystrophy due to biallelic RPE65 gene mutations,Designated/Approved,,,an adeno-associated virus vector-based gene therapy indicated for the treatment of patients with confirmed biallelic RPE65 mutation-associated retinal dystrophy. Patients must have viable retinal cells determined by a treating physician,12/19/2017,12/19/2024,Treatment of patients with confirmed biallelic RPE65 mutation-associated retinal distrophy. Patients must have viable retinal cells determined by a treating physician.,"Spark Therapeutics, Inc.",3737 Market Street,Suite 1300,Philadelphia,Pennsylvania,' 19104 ' ,United States,466414.0
