,Marketing_authorisation_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Pharmaceutical_form,Administration_route,Decision,Decision_date,Decision_year,Current_status,Nonclinical_abridged,Orphan_drug_status,Marketing_authorisation_holder_extracted,Drug_class,Disease_class(es),Disease_name(s),Indication_approved_extracted,Application_date,Application_year,Document_name,Indication_approved,Indication_requested,Indication_requested_extracted,Procedure_number,Referral_body,Dataset
21164,ANDA216533,TIMOLOL MALEATE,TIMOLOL MALEATE,INGENUS PHARMS LLC,solution; drops,OPHTHALMIC,Approved,13.09.2022,2022.0,authorised,yes,No,Ingenus,Small molecule,,,,,,,,,,,No,FDA
21165,ANDA216534,,,SHANDONG NEW TIME PHARMACEUTICAL CO LTD,,,conditional marketing authorisation,27.03.2024,2024.0,None (conditional marketing authorisation),yes,No,SHANDONG NEW TIME,,,,,,,,,,,,,FDA
21166,ANDA216537,CARBIDOPA AND LEVODOPA,CARBIDOPA,AUROBINDO PHARMA LTD,TABLET,ORAL,Approved,28.11.2022,2022.0,authorised,yes,No,Aurobindo,Small molecule,,,,,,,,,,,No,FDA
21167,ANDA216538,CISATRACURIUM BESYLATE,CISATRACURIUM BESYLATE,HAINAN POLY,INJECTABLE,INJECTION,Approved,08.03.2024,2024.0,Discontinued,yes,No,Poly,Small molecule,,,,,,,,,,,No,FDA
21168,ANDA216539,CISATRACURIUM BESYLATE PRESERVATIVE FREE,CISATRACURIUM BESYLATE,HAINAN POLY,INJECTABLE,INJECTION,Approved,27.08.2024,2024.0,Discontinued,yes,No,Poly,Small molecule,,,,,,,,,,,No,FDA
21169,ANDA216541,CALCIUM GLUCONATE,CALCIUM GLUCONATE,B BRAUN MEDICAL INC,SOLUTION,INTRAVENOUS,Approved,21.08.2023,2023.0,authorised,yes,No,B Braun,Small molecule,,,,,,,,,,,No,FDA
21170,ANDA216542,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,SAGENT PHARMS INC,SOLUTION,INTRAVENOUS,Approved,17.02.2023,2023.0,authorised,yes,No,Sagent,Small molecule,,,,,,,,,,,No,FDA
21171,ANDA216543,,,HETERO LABS LTD III,,,conditional marketing authorisation,30.10.2024,2024.0,None (conditional marketing authorisation),yes,No,HETERO,,,,,,,,,,,,,FDA
21172,ANDA216545,CLOMIPHENE CITRATE,CLOMIPHENE CITRATE,RUBICON,TABLET,ORAL,Approved,12.11.2024,2024.0,authorised,yes,No,Rubicon,Small molecule,"Endocrine, nutritional, and metabolic diseases; Diseases of the genitourinary system; Neoplasms","<Polycystic Ovary Syndrome>; <Amenorrhea-Galactorrhea Syndrome>; <Amenorrhea>; <Endometriosis>; <Endometrial Carcinoma>; <Thyroid Diseases>; <Adrenal Gland Diseases>; <Hyperprolactinemia>; <Uterine Fibroids>; <Infertility, Male>; <Testicular Neoplasms>; <Gynecomastia>","<Polycystic Ovary Syndrome>; <Amenorrhea-Galactorrhea Syndrome>; <Amenorrhea>; <Endometriosis>; <Endometrial Carcinoma>; <Thyroid Diseases>; <Adrenal Gland Diseases>; <Hyperprolactinemia>; <Uterine Fibroids>; <Infertility, Male>; <Testicular Neoplasms>; <Gynecomastia>",,,,"INDICATIONS AND USAGE Clomiphene citrate is indicated for the treatment of ovulatory dysfunction in women desiring pregnancy. Impediments to achieving pregnancy must be excluded or adequately treated before beginning clomiphene citrate therapy. Those patients most likely to achieve success with clomiphene therapy include patients with polycystic ovary syndrome (see WARNINGS: Ovarian Hyperstimulation Syndrome ), amenorrhea- galactorrhea syndrome, psychogenic amenorrhea, post-oral-contraceptive amenorrhea, and certain cases of secondary amenorrhea of undetermined etiology. Properly timed coitus in relationship to ovulation is important. A basal body temperature graph or other appropriate tests may help the patient and her physician determine if ovulation occurred. Once ovulation has been established, each course of clomiphene citrate should be started on or about the 5th day of the cycle. Long-term cyclic therapy is not recommended beyond a total of about six cycles (including three ovulatory cycles). (See DOSAGE AND ADMINISTRATION and PRECAUTIONS .) Clomiphene citrate is indicated only in patients with demonstrated ovulatory dysfunction who meet the conditions described below: Patients who are not pregnant. Patients without ovarian cysts. Clomiphene citrate should not be used in patients with ovarian enlargement except those with polycystic ovary syndrome. Pelvic examination is necessary prior to the first and each subsequent course of clomiphene citrate treatment. Patients without abnormal vaginal bleeding. If abnormal vaginal bleeding is present, the patient should be carefully evaluated to ensure that neoplastic lesions are not present. Patients with normal liver function. In addition, patients selected for clomiphene citrate therapy should be evaluated in regard to the following: Estrogen Levels . Patients should have adequate levels of endogenous estrogen (as estimated from vaginal smears, endometrial biopsy, assay of urinary estrogen, or from bleeding in response to progesterone). Reduced estrogen levels, while less favorable, do not preclude successful therapy. Primary Pituitary or Ovarian Failure . Clomiphene citrate therapy cannot be expected to substitute for specific treatment of other causes of ovulatory failure. Endometriosis and Endometrial Carcinoma . The incidence of endometriosis and endometrial carcinoma increases with age as does the incidence of ovulatory disorders. Endometrial biopsy should always be performed prior to clomiphene citrate therapy in this population. Other Impediments to Pregnancy . Impediments to pregnancy can include thyroid disorders, adrenal disorders, hyperprolactinemia, and male factor infertility. Uterine Fibroids . Caution should be exercised when using clomiphene citrate in patients with uterine fibroids due to the potential for further enlargement of the fibroids. There are no adequate or well-controlled studies that demonstrate the effectiveness of clomiphene citrate in the treatment of male infertility. In addition, testicular tumors and gynecomastia have been reported in males using clomiphene. The cause and effect relationship between reports of testicular tumors and the administration of clomiphene citrate is not known. Although the medical literature suggests various methods, there is no universally accepted standard regimen for combined therapy (i.e., clomiphene citrate in conjunction with other ovulation-inducing drugs). Similarly, there is no standard clomiphene citrate regimen for ovulation induction in in vitro fertilization programs to produce ova for fertilization and reintroduction. Therefore, clomiphene citrate is not recommended for these uses.",,,,No,FDA
21173,ANDA216547,DASATINIB,DASATINIB,EUGIA PHARMA,TABLET,ORAL,Approved,22.04.2025,2025.0,authorised,yes,No,Eugia,Small molecule,Neoplasms; Diseases of the blood and blood-forming organs,"<Leukemia, Myelogenous, Chronic, BCR-ABL Positive>; <Leukemia, Lymphoid>; <Leukemia, Myeloid>","<Leukemia, Myelogenous, Chronic, BCR-ABL Positive>; <Leukemia, Lymphoid>; <Leukemia, Myeloid>",,,,"1 INDICATIONS AND USAGE Dasatinib tablets are indicated for the treatment of adult patients with newly diagnosed Philadelphia chromosome-positive (Ph+) chronic myeloid leukemia (CML) in chronic phase. chronic, accelerated, or myeloid or lymphoid blast phase Ph+ CML with resistance or intolerance to prior therapy including imatinib. Philadelphia chromosome-positive acute lymphoblastic leukemia (Ph+ ALL) with resistance or intolerance to prior therapy. Pediatric use information is approved for Bristol-Myers Squibb Company’s Sprycel (dasatinib) tablets. However, due to Bristol-Myers Squibb Company’s marketing exclusivity rights, this drug product is not labeled with that pediatric information. Dasatinib tablets are a kinase inhibitor indicated for the treatment of newly diagnosed adults with Philadelphia chromosome-positive (Ph+) chronic myeloid leukemia (CML) in chronic phase. ( 1 , 14 ) adults with chronic, accelerated, or myeloid or lymphoid blast phase Ph+ CML with resistance or intolerance to prior therapy including imatinib. ( 1 , 14 ) adults with Philadelphia chromosome-positive acute lymphoblastic leukemia (Ph+ ALL) with resistance or intolerance to prior therapy. ( 1 , 14 )",,,,No,FDA
21174,ANDA216548,DICLOFENAC SODIUM,DICLOFENAC SODIUM,RUBICON,tablet,ORAL,Approved,11.05.2023,2023.0,authorised,yes,No,Rubicon,Small molecule,,,,,,,,,,,No,FDA
21175,ANDA216549,RUFINAMIDE,RUFINAMIDE,AUROBINDO PHARMA,SUSPENSION,ORAL,Approved,26.10.2022,2022.0,authorised,yes,No,Aurobindo,Small molecule,,,,,,,,,,,No,FDA
21176,ANDA216550,ESTRADIOL,ESTRADIOL,AUROBINDO PHARMA,TABLET,VAGINAL,Approved,02.08.2024,2024.0,authorised,yes,No,Aurobindo,Small molecule,,,,,,,,,,,No,FDA
21177,ANDA216552,DILTIAZEM HYDROCHLORIDE,DILTIAZEM HYDROCHLORIDE,EUGIA PHARMA,INJECTABLE,INJECTION,Approved,29.03.2023,2023.0,authorised,yes,No,Eugia,Small molecule,Diseases of the circulatory system,<Atrial Fibrillation>; <Atrial Flutter>; <Paroxysmal Supraventricular Tachycardia>,<Atrial Fibrillation>; <Atrial Flutter>; <Paroxysmal Supraventricular Tachycardia>,,,,"INDICATIONS AND USAGE Diltiazem hydrochloride injection is indicated for the following: Atrial Fibrillation or Atrial Flutter Temporary control of rapid ventricular rate in atrial fibrillation or atrial flutter. It should not be used in patients with atrial fibrillation or atrial flutter associated with an accessory bypass tract such as in Wolff-Parkinson-White (WPW) syndrome or short PR syndrome. Paroxysmal Supraventricular Tachycardia Rapid conversion of paroxysmal supraventricular tachycardias (PSVT) to sinus rhythm. This includes AV nodal reentrant tachycardias and reciprocating tachycardias associated with an extranodal accessory pathway such as the WPW syndrome or short PR syndrome. Unless otherwise contraindicated, appropriate vagal maneuvers should be attempted prior to administration of diltiazem hydrochloride injection. The use of diltiazem hydrochloride injection should be undertaken with caution when the patient is compromised hemodynamically or is taking other drugs that decrease any or all of the following: peripheral resistance, myocardial filling, myocardial contractility, or electrical impulse propagation in the myocardium. For either indication and particularly when employing continuous intravenous infusion, the setting should include continuous monitoring of the ECG and frequent measurement of blood pressure. A defibrillator and emergency equipment should be readily available. In domestic controlled trials in patients with atrial fibrillation or atrial flutter, bolus administration of diltiazem hydrochloride injection was effective in reducing heart rate by at least 20% in 95% of patients. Diltiazem hydrochloride injection rarely converts atrial fibrillation or atrial flutter to normal sinus rhythm. Following administration of one or two intravenous bolus doses of diltiazem hydrochloride injection, response usually occurs within 3 minutes and maximal heart rate reduction generally occurs in 2 to 7 minutes. Heart rate reduction may last from 1 to 3 hours. If hypotension occurs, it is generally short-lived, but may last from 1 to 3 hours. A 24 hour continuous infusion of diltiazem hydrochloride injection in the treatment of atrial fibrillation or atrial flutter maintained at least a 20% heart rate reduction during the infusion in 83% of patients. Upon discontinuation of infusion, heart rate reduction may last from 0.5 hours to more than 10 hours (median duration 7 hours). Hypotension, if it occurs, may be similarly persistent. In the controlled clinical trials, 3.2% of patients required some form of intervention (typically, use of intravenous fluids or the Trendelenburg position) for blood pressure support following diltiazem hydrochloride injection. In domestic controlled trials, bolus administration of diltiazem hydrochloride injection was effective in converting PSVT to normal sinus rhythm in 88% of patients within 3 minutes of the first or second bolus dose. Symptoms associated with the arrhythmia were improved in conjunction with decreased heart rate or conversion to normal sinus rhythm following administration of diltiazem hydrochloride injection.",,,,No,FDA
21178,ANDA216554,AMPICILLIN TRIHYDRATE,AMPICILLIN/AMPICILLIN TRIHYDRATE,AUROBINDO PHARMA,CAPSULE,ORAL,Approved,31.10.2023,2023.0,authorised,yes,No,Aurobindo,Small molecule,Infectious and parasitic diseases; Diseases of the genitourinary system; Diseases of the respiratory system; Diseases of the digestive system; Diseases of the nervous system,<Infections; Gonorrhea; Respiratory Tract Infections; Gastrointestinal Diseases; Meningitis>,<Infections; Gonorrhea; Respiratory Tract Infections; Gastrointestinal Diseases; Meningitis>,,,,"INDICATIONS AND USAGE To reduce the development of drug-resistant bacteria and maintain the effectiveness of ampicillin capsules and other antibacterial drugs, ampicillin capsules should be used only to treat or prevent infections that are proven or strongly suspected to be caused by bacteria. When culture and susceptibility information are available, they should be considered in selecting or modifying antimicrobial therapy. In the absence of such data, local epidemiology and susceptibility patterns contribute to the empiric selection of therapy. Ampicillin capsules are indicated in the treatment of infections caused by susceptible strains of the designated organisms listed below: INFECTIONS OF THE GENITOURINARY TRACT INCLUDING GONORRHEA : E. coli, P. mirabilis, enterococci, Shigella, S. typhosa and other Salmonella , and non-penicillinase producing N. gonorrhoeae . INFECTIONS OF THE RESPIRATORY TRACT: Nonpenicillinase- producing H. influenzae and staphylococci, and streptococci including streptococcus pneumoniae . INFECTIONS OF THE GASTROINTESTINAL TRACT: Shigella, S. typhosa and other Salmonella, E. coli, P. mirabilis, and enterococci. MENINGITIS: N . Meningitides . Bacteriology studies to determine the causative organisms and their susceptibility to ampicillin capsules should be performed. Therapy may be instituted prior to the results of susceptibility testing.",,,,No,FDA
21179,ANDA216557,ISOSORBIDE MONONITRATE,ISOSORBIDE MONONITRATE,AUROBINDO PHARMA,tablet,ORAL,Approved,07.11.2022,2022.0,authorised,yes,No,Aurobindo,Small molecule,,,,,,,,,,,No,FDA
21180,ANDA216558,OSHIH,ETHINYL ESTRADIOL,AUROBINDO PHARMA,TABLET,ORAL,Approved,06.12.2023,2023.0,Discontinued,yes,No,Aurobindo,Small molecule,,,,,,,,,,,No,FDA
21181,ANDA216561,AZELASTINE HYDROCHLORIDE ALLERGY,AZELASTINE HYDROCHLORIDE,AUROBINDO PHARMA,spray,NASAL,conditional marketing authorisation,27.01.2025,2025.0,authorised,yes,No,Aurobindo,Small molecule,,,,,,,,,,,No,FDA
21182,ANDA216568,NEBIVOLOL HYDROCHLORIDE,NEBIVOLOL HYDROCHLORIDE,BEXIMCO PHARMS USA,TABLET,ORAL,Approved,30.03.2023,2023.0,authorised,yes,No,Beximco,Small molecule,,,,,,,,,,,No,FDA
21183,ANDA216569,CLOTRIMAZOLE,CLOTRIMAZOLE,SCIEGEN PHARMS INC,SOLUTION,TOPICAL,Approved,16.10.2023,2023.0,authorised,yes,No,SCIEGEN,Small molecule,Infectious and parasitic diseases; Diseases of the skin,<Candidiasis>; <Tinea Versicolor>; <Tinea Pedis>; <Tinea Cruris>; <Tinea Corporis>,<Candidiasis>; <Tinea Versicolor>; <Tinea Pedis>; <Tinea Cruris>; <Tinea Corporis>,,,,"INDICATIONS AND USAGE Prescription Clotrimazole Topical Solution product is indicated for the topical treatment of candidiasis due to Candida albicans and tinea versicolor due to Malassezia furfur . This formulation is also available as a nonprescription product which is indicated for the topical treatment of the following dermal infections: tinea pedis, tinea cruris, and tinea corporis due to Trichophyton rubrum, Trichophyton mentagrophytes , Epidermophyton fluoccosum , and Microsporum canis .",,,,No,FDA
21184,ANDA216576,AZELASTINE HYDROCHLORIDE,AZELASTINE HYDROCHLORIDE,AMNEAL,spray,NASAL,Approved,05.06.2024,2024.0,authorised,yes,No,Amneal,Small molecule,Diseases of the respiratory system,<Hay Fever>,<Hay Fever>,,,,Uses temporarily relieves these symptoms due to hay fever or other upper respiratory allergies: nasal congestion runny nose sneezing itchy nose,,,,No,FDA
21185,ANDA216582,PEMETREXED DISODIUM,PEMETREXED DISODIUM,PRINSTON INC,POWDER,INTRAVENOUS,Approved,11.12.2023,2023.0,authorised,yes,No,PRINSTON,Small molecule,,,,,,,,,,,No,FDA
21186,ANDA216587,CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE,ZYDUS LIFESCIENCES,GEL,TOPICAL,Approved,19.09.2023,2023.0,authorised,yes,No,Zydus,Small molecule,Other,Not Reported,Not Reported,,,,No indication found.,,,,No,FDA
21187,ANDA216590,LEUCOVORIN CALCIUM,LEUCOVORIN CALCIUM,MEITHEAL,INJECTABLE,INJECTION,Approved,19.07.2023,2023.0,authorised,yes,No,Meitheal,Small molecule,,,,,,,,,,,No,FDA
21188,ANDA216591,VANCOMYCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE,ASPIRO,INJECTABLE,INJECTION,Approved,06.07.2022,2022.0,authorised,yes,No,Not Reported,Small molecule,,,,,,,,,,,No,FDA
21189,ANDA216592,ACETAMINOPHEN AND IBUPROFEN,ACETAMINOPHEN,granule,TABLET,ORAL,Approved,13.07.2023,2023.0,authorised,yes,No,granule,Small molecule,,,,,,,,,,,No,FDA
21190,ANDA216594,CARBAMAZEPINE,CARBAMAZEPINE,UMEDICA,tablet,ORAL,Approved,18.08.2022,2022.0,authorised,yes,No,UMEDICA,Small molecule,,,,,,,,,,,No,FDA
