Marketing_authorisation_number,Indications_and_usage,Origin,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Pharmaceutical_form,Administration_route,Decision,Decision_date,Decision_year,Current_status,Nonclinical_abridged,Referral,Orphan_drug_status,Marketing_authorisation_holder_extracted,Drug_class,Disease_class(es),Disease_name(s),Agency
anda212227,"indications and usage in anesthesia glycopyrrolate injection is indicated for use as a preoperative antimuscarinic to reduce salivary, tracheobronchial, and pharyngeal secretions; to reduce the volume and free acidity of gastric secretions; and to block cardiac vagal inhibitory reflexes during induction of anesthesia and intubation. when indicated, glycopyrrolate injection may be used intraoperatively to counteract surgically or drug- induced or vagal reflexes associated arrhythmias. glycopyrrolate protects against the peripheral muscarinic effects (e.g., bradycardia and excessive secretions) of cholinergic agents such as neostigmine and pyridostigmine given to reverse the neuromuscular blockade due to non-depolarizing muscle relaxants. in peptic ulcer for use in adults as adjunctive therapy for the treatment of peptic ulcer when rapid anticholinergic effect is desired or when oral medication is not tolerated.",fda,glycopyrrolate,glycopyrrolate,xiromed,injection,injection,approved,04.03.2021,2021,discontinued,yes,no,no,xiromed,,diseases of the digestive system; diseases of the circulatory system,<peptic ulcer>,FDA
anda212228,,fda,sorafenib tosylate,sorafenib tosylate,apotex,tablet,oral,approved,27.01.2025,2025,discontinued,yes,no,no,apotex,,,,FDA
anda212231,,fda,sulfamethoxazole and trimethoprim,sulfamethoxazole,somerset,injection,injection,approved,26.06.2019,2019,authorised,yes,no,no,somerset,,,,FDA
anda212232,,fda,fenofibrate (micronized),fenofibrate,aurobindo pharma ltd,capsule,oral,approved,20.09.2021,2021,authorised,yes,no,no,aurobindo,,,,FDA
anda212233,"indications and usage following delivery of placenta, for routine management of uterine atony, hemorrhage and subinvolution of the uterus. for control of uterine hemorrhage in the second stage of labor following delivery of the anterior shoulder.",fda,methylergonovine maleate,methylergonovine maleate,trupharma,tablet,oral,approved,01.05.2020,2020,authorised,yes,no,no,trupharma,,pregnancy and childbirth,<placenta diseases>; <uterine hemorrhage>; <uterine atony>; <uterine subinvolution>,FDA
anda212234,"1 indications and usage valganciclovir is a deoxynucleoside analogue cytomegalovirus (cmv) dna polymerase inhibitor indicated for: adult patients ( 1.1 ) treatment of cmv retinitis in patients with acquired immunodeficiency syndrome (aids). prevention of cmv disease in kidney, heart, and kidney-pancreas transplant patients at high risk. pediatric patients ( 1.2 ) prevention of cmv disease in kidney and heart transplant patients at high risk. 1.1 adult patients treatment of cytomegalovirus (cmv) retinitis: valganciclovir tablets, usp are indicated for the treatment of cmv retinitis in patients with acquired immunodeficiency syndrome (aids) [see clinical studies ( 14.1 )] . prevention of cmv disease: valganciclovir tablets, usp are indicated for the prevention of cmv disease in kidney, heart, and kidney-pancreas transplant patients at high risk (donor cmv seropositive/recipient cmv seronegative [d+/r-]) [see clinical studies ( 14.1 )] . 1.2 pediatric patients prevention of cmv disease: valganciclovir tablets, usp are indicated for the prevention of cmv disease in kidney transplant patients (4 months to 16 years of age) and heart transplant patients (1 month to 16 years of age) at high risk [see clinical studies ( 14.2 )] .",fda,valganciclovir hydrochloride,valganciclovir hydrochloride,ajanta pharma ltd,tablet,oral,approved,26.12.2019,2019,authorised,yes,no,no,ajanta,,infectious and parasitic diseases,<cytomegalovirus retinitis>; <acquired immunodeficiency syndrome>; <cytomegalovirus infections>,FDA
anda212238,,fda,trientine hydrochloride,trientine hydrochloride,rising,capsule,oral,approved,20.02.2020,2020,authorised,yes,no,no,rising,,,,FDA
anda212239,"indications and usage itraconazole oral solution is indicated for the treatment of oropharyngeal and esophageal candidiasis. (see clinical pharmacology : special populations, warnings , and adverse reactions : postmarketing experience for more information.)",fda,itraconazole,itraconazole,annora pharma,solution,oral,approved,01.09.2020,2020,authorised,yes,no,no,annora,,infectious and parasitic diseases; diseases of the digestive system,<oropharyngeal candidiasis>; <esophageal candidiasis>,FDA
anda212243,,fda,empagliflozin; metformin hydrochloride,empagliflozin,cipla ltd,tablet,oral,conditional marketing authorisation,26.12.2024,2024,none (conditional marketing authorisation),yes,no,no,cipla,,,,FDA
anda212244,"1 indications and usage lurasidone hydrochloride tablets are indicated for: • monotherapy treatment of adult and pediatric patients (10 to 17 years) with major depressive episode associated with bipolar i disorder (bipolar depression) [see clinical studies ( 14.2 )]. • adjunctive treatment with lithium or valproate in adult patients with major depressive episode associated with bipolar i disorder (bipolar depression) [see clinical studies ( 14.2 )]. lurasidone hydrochloride tablets are an atypical antipsychotic indicated for the treatment of: • depressive episode associated with bipolar i disorder (bipolar depression) in adults and pediatric patients (10 to 17 years) as monotherapy ( 1 , 14.2 ) • depressive episode associated with bipolar i disorder (bipolar depression) in adults as adjunctive therapy with lithium or valproate ( 1, 14.2 )",fda,lurasidone hydrochloride,lurasidone hydrochloride,alkem labs ltd,tablet,oral,approved,13.12.2022,2022,authorised,yes,no,no,alkem,,mental and behavioural disorders,"<depressive disorder, major>; <bipolar disorder>",FDA
anda212248,"indications and usage sodium chloride injection, usp, 23.4%, is indicated as an additive in parenteral fluid therapy for use in patients who have special problems of sodium electrolyte intake or excretion. it is intended to meet the specific requirements of the patient with unusual fluid and electrolyte needs. after available clinical and laboratory information is considered and correlated, the appropriate number of milliequivalents of sodium chloride required can be withdrawn from sodium chloride injection, usp, 23.4% and diluted for use. sodium chloride injection is indicated for the treatment of sodium, chloride and water deficiencies that commonly occur in many diseases. isotonic sodium chloride injection should be limited to cases in which the chloride loss is greater than the sodium loss, as in vomiting from pyloric obstruction, or in which the loss is about equal, as in vomiting from duodenal, jejunal or ileal obstruction and in the replacement of aspirated gastrointestinal fluids. the toxic symptoms that follow various forms of intestinal obstruction are accompanied by a marked reduction of blood chloride and often sodium chloride has a lifesaving effect. symptoms of sodium chloride deficiency are very similar to those of addison’s disease and large doses of sodium chloride will produce temporary alleviation of the symptoms. other disorders in which sodium chloride is therapeutically useful include extensive burns, failure of gastric secretion and postoperative intestinal paralysis.",fda,sodium chloride 23.4%,sodium chloride,fresenius kabi usa,injection,injection,approved,28.04.2021,2021,authorised,yes,no,no,fresenius,,"endocrine, nutritional, and metabolic diseases; diseases of the digestive system; injury, poisoning and certain other consequences of external causes",<addison disease>,FDA
anda212250,,fda,daptomycin,daptomycin,hisun pharm hangzhou,powder,intravenous,approved,21.04.2021,2021,authorised,yes,no,no,hisun,,,,FDA
anda212252,,fda,acyclovir,acyclovir,novitium pharma,suspension,oral,approved,10.07.2020,2020,authorised,yes,no,no,novitium,,,,FDA
anda212253,,fda,chlorzoxazone,chlorzoxazone,novitium pharma,tablet,oral,approved,27.11.2019,2019,authorised,yes,no,no,novitium,,,,FDA
anda212254,"indications chlorzoxazone is indicated as an adjunct to rest, physical therapy, and other measures for the relief of discomfort associated with acute, painful musculoskeletal conditions. the mode of action of this drug has not been clearly identified, but may be related to its sedative properties. chlorzoxazone does not directly relax tense skeletal muscles in man.",fda,chlorzoxazone,chlorzoxazone,novitium pharma,tablet,oral,approved,12.09.2019,2019,authorised,yes,no,no,novitium,,diseases of the musculoskeletal system and connective tissue,<musculoskeletal diseases>,FDA
anda212256,1 indications and usage tavaborole topical solution is an oxaborole antifungal indicated for the treatment of onychomycosis of the toenails due to trichophyton rubrum or trichophyton mentagrophytes . tavaborole topical solution is an oxaborole antifungal indicated for the topical treatment of onychomycosis of the toenails due to trichophyton rubrum or trichophyton mentagrophytes . (1),fda,tavaborole,tavaborole,amneal,solution,topical,approved,25.11.2020,2020,authorised,yes,no,no,amneal,,infectious and parasitic diseases; diseases of the skin,<onychomycosis>,FDA
anda212257,,fda,prochlorperazine edisylate,prochlorperazine edisylate,somerset theraps llc,injection,injection,approved,13.09.2024,2024,authorised,yes,no,no,somerset,,,,FDA
anda212260,,fda,sildenafil citrate,sildenafil citrate,novitium pharma,suspension,oral,approved,31.05.2019,2019,authorised,yes,no,no,novitium,,,,FDA
anda212262,,fda,methylprednisolone,methylprednisolone,praxgen,tablet,oral,approved,27.06.2019,2019,discontinued,yes,no,no,not reported,,,,FDA
anda212263,,fda,etodolac,etodolac,unichem,tablet,oral,approved,24.11.2020,2020,authorised,yes,no,no,unichem,,,,FDA
anda212264,,fda,empagliflozin and linagliptin,empagliflozin,prinston pharma inc,tablet,oral,conditional marketing authorisation,20.01.2022,2022,none (conditional marketing authorisation),yes,no,no,prinston,,,,FDA
anda212265,,fda,decitabine,decitabine,msn,injection,intravenous,approved,28.08.2019,2019,authorised,yes,no,no,msn,,,,FDA
anda212266,,fda,children's cetirizine hydrochloride allergy,cetirizine hydrochloride,quagen,solution,oral,approved,16.05.2019,2019,authorised,yes,no,no,quagen,,,,FDA
anda212277,,fda,venlafaxine hydrochloride,venlafaxine hydrochloride,annora pharma,capsule,oral,approved,08.07.2019,2019,authorised,yes,no,no,annora,,,,FDA
anda212278,,fda,atazanavir sulfate,atazanavir sulfate,hetero labs ltd iii,capsule,oral,approved,02.02.2022,2022,authorised,yes,no,no,hetero,,,,FDA
anda212280,,fda,pregabalin,pregabalin,cipla,capsule,oral,approved,10.01.2020,2020,discontinued,yes,no,no,cipla,,,,FDA
anda212281,,fda,clotrimazole,clotrimazole,trupharma,solution,topical,approved,25.07.2019,2019,authorised,yes,no,no,not reported,,,,FDA
anda212283,,fda,,,mankind pharma,,,conditional marketing authorisation,30.04.2020,2020,none (conditional marketing authorisation),yes,,no,mankind,,,,FDA
anda212284,,fda,ranolazine,ranolazine,mankind pharma,tablet,oral,approved,12.02.2020,2020,authorised,yes,no,no,mankind,,,,FDA
